Customer_ID,Month,Electricity_Consumption_kWh,Previous_Month_Consumption,Peak_Consumption,Off_Peak_Consumption,Voltage,Current,Power_Factor,Meter_Age,Number_of_Meter_Readings,Location_Type,Customer_Type,Theft_Flag_GroundTruth,Average_Consumption_3_Months,Average_Consumption_6_Months
C00908,3,247.41,216.84,154.4,93.01,227.27,1.547,0.977,7,30,Semi-Urban,Residential,0,249.2,249.2
C00307,5,203.63,175.05,114.13,89.5,,1.224,0.99,18,30,Urban,Residential,0,156.11666666666667,156.9975
C00448,3,321.95,257.4,179.74,142.21,228.61,2.112,0.926,11,28,Semi-Urban,Residential,0,257.0,257.0
C00045,4,346.71,277.94,203.96,142.76,231.25,2.223,0.937,12,30,Rural,Residential,0,241.51333333333332,241.51333333333332
C01010,1,250.43,,139.48,110.95,233.04,1.599,0.934,10,30,Semi-Urban,Residential,0,,
C01252,1,152.76,,105.9,46.85,227.87,,0.99,10,30,Urban,Residential,0,,
C00567,1,154.57,,86.81,67.76,238.78,0.999,0.9,10,28,Urban,Residential,0,,
C00188,5,1171.79,1334.47,691.32,480.46,229.06,7.843,0.906,9,29,Urban,Commercial,0,1343.256666666667,1293.3875
C00278,1,165.61,,120.66,44.95,227.1,1.101,0.92,9,30,Urban,Residential,0,,
C01318,4,333.44,277.18,234.69,98.75,234.0,2.359,0.839,12,29,Urban,Residential,0,279.0133333333333,279.0133333333333
C01306,3,311.87,328.3,207.2,104.67,226.64,2.059,0.928,8,28,Semi-Urban,Residential,0,305.26,305.26
C00845,2,525.42,517.96,329.19,196.22,234.07,3.648,0.855,18,28,Semi-Urban,Commercial,0,517.96,517.96
C01374,5,603.03,631.76,427.88,175.15,225.11,4.125,0.902,8,30,Urban,Commercial,0,606.5633333333334,579.5725
C00559,5,224.29,256.92,167.61,56.69,236.39,1.419,0.928,0,30,Semi-Urban,Residential,0,222.04999999999998,212.0625
C01136,2,288.06,317.26,205.77,82.29,229.15,2.055,0.85,16,28,Rural,Residential,0,317.26,317.26
C00132,4,266.19,286.09,148.95,117.24,233.55,1.719,0.921,14,29,Semi-Urban,Residential,0,277.33666666666664,277.33666666666664
C00531,2,989.21,948.99,702.71,286.5,223.28,6.715,0.916,12,29,Urban,Commercial,0,948.99,948.99
C00166,5,199.89,197.5,146.13,53.76,230.15,1.287,0.937,14,28,Semi-Urban,Residential,0,181.03333333333333,174.9475
C00770,4,666.03,170.28,422.22,243.81,225.24,5.037,0.815,18,30,Urban,Commercial,0,388.75333333333333,388.75333333333333
C00812,5,403.39,456.63,270.95,132.44,236.77,2.459,0.962,16,30,Rural,Residential,0,334.27333333333337,322.7875
C01050,6,455.11,398.19,279.87,175.24,240.42,3.092,0.85,14,30,Rural,Residential,0,404.24333333333334,360.61199999999997
C01462,2,193.46,222.74,123.54,69.92,227.39,1.352,0.874,3,30,Semi-Urban,Residential,0,222.74,222.74
C01208,3,336.43,319.89,226.29,110.13,231.28,2.357,0.857,14,30,Rural,Residential,0,286.91999999999996,286.91999999999996
C00768,3,165.71,186.81,120.73,44.98,235.91,1.073,0.91,17,29,Rural,Residential,0,181.175,181.175
C00477,3,4810.04,4195.15,3457.31,1352.73,232.3,33.567,0.857,5,30,Semi-Urban,Industrial,0,4518.195,4518.195
C00387,4,810.9,490.27,503.77,307.13,229.7,5.575,0.88,10,29,Urban,Commercial,0,515.07,515.07
C01400,5,233.17,206.2,133.17,100.0,225.32,1.627,0.883,5,30,Rural,Residential,0,180.9433333333333,180.3275
C00119,1,144.24,,105.59,38.65,231.08,0.955,0.908,15,29,Urban,Residential,0,,
C00422,6,131.91,187.48,88.48,43.43,235.14,0.847,0.92,2,30,Rural,Residential,0,160.59333333333333,154.294
C00279,4,733.69,958.36,456.88,276.81,229.22,4.611,0.964,13,30,Urban,Commercial,0,866.7133333333333,866.7133333333333
C00284,4,321.95,274.24,197.02,124.93,233.35,2.176,0.88,7,30,Semi-Urban,Residential,0,253.43666666666664,253.43666666666664
C01127,6,369.49,455.84,245.73,123.77,233.59,2.387,0.92,16,30,Urban,Residential,0,387.86999999999995,353.954
C01142,6,224.38,185.84,150.07,74.3,232.56,1.411,0.949,10,30,Rural,Residential,0,205.85,178.952
C00874,4,244.43,259.35,172.45,71.98,226.83,1.597,0.937,13,30,Urban,Residential,0,231.57666666666668,231.57666666666668
C00644,2,111.61,92.37,73.0,38.6,224.09,0.769,0.9,8,29,Urban,Residential,0,92.37,92.37
C00054,1,2616.52,,1714.49,902.03,240.26,15.876,0.953,16,29,Semi-Urban,Industrial,0,,
C00233,2,297.77,277.16,179.26,118.51,239.31,1.856,0.931,8,30,Urban,Residential,0,277.16,277.16
C00036,3,182.73,182.43,115.3,67.44,234.39,1.143,0.947,10,30,Urban,Residential,0,154.385,154.385
C01024,5,258.03,275.48,142.68,115.35,229.35,1.676,0.932,2,30,Semi-Urban,Residential,0,223.06333333333336,210.005
C01203,6,325.86,290.74,214.31,111.54,224.87,2.255,0.893,5,29,Semi-Urban,Residential,0,297.7366666666667,278.07399999999996
C00911,5,1001.02,1096.3,679.76,321.26,236.34,6.109,0.963,16,30,Urban,Commercial,0,994.02,898.9275
C01464,2,129.54,145.3,73.34,56.2,232.98,0.817,0.946,17,30,Semi-Urban,Residential,0,145.3,145.3
C00258,2,590.5,638.5,418.52,171.98,230.09,3.913,0.911,17,29,Rural,Commercial,0,638.5,638.5
C01149,3,1735.18,1668.78,1264.36,470.82,226.4,11.253,0.946,1,30,Urban,Industrial,0,1531.065,1531.065
C00503,3,948.4,776.55,589.24,359.16,228.37,6.163,0.936,0,30,Semi-Urban,Commercial,0,832.835,832.835
C01101,2,226.2,210.25,155.1,71.09,225.41,1.556,0.896,3,29,Urban,Residential,0,210.25,210.25
C00018,6,301.64,303.07,192.49,109.15,236.94,2.173,0.814,2,29,Semi-Urban,Residential,0,273.06666666666666,255.31
C00599,2,265.46,228.45,154.43,111.03,230.44,1.699,,12,30,Rural,Residential,0,228.45,228.45
C01116,6,581.66,744.4,326.83,254.84,229.88,3.79,0.927,13,30,Urban,Commercial,0,695.16,611.168
C00810,2,244.45,242.96,147.63,96.82,229.75,1.511,0.978,7,28,Rural,Residential,0,242.96,242.96
C01310,2,173.07,142.8,104.84,68.23,226.84,1.157,0.916,16,29,Semi-Urban,Residential,0,142.8,142.8
C00695,2,170.77,188.85,118.75,52.02,228.2,1.188,0.875,16,29,Rural,Residential,0,188.85,188.85
C01499,3,331.26,242.31,227.4,103.86,229.35,2.172,0.924,16,30,Semi-Urban,Residential,0,250.985,250.985
C01465,5,402.08,359.84,269.68,132.39,221.31,2.771,0.911,15,29,Urban,Residential,0,309.71666666666664,309.85249999999996
C00435,2,781.51,813.42,568.01,213.51,223.42,5.315,0.914,17,29,Semi-Urban,Commercial,0,813.42,813.42
C01495,1,132.59,,87.99,44.59,223.95,0.97,0.848,13,30,Semi-Urban,Residential,0,,
C01030,2,108.43,113.68,69.72,38.71,228.29,0.667,0.989,15,28,Semi-Urban,Residential,0,113.68,113.68
C00040,6,181.57,208.74,100.7,80.88,238.03,1.078,0.982,9,29,Rural,Residential,0,171.69333333333336,169.458
C00447,5,1731.99,1638.22,1048.95,683.03,237.94,11.622,0.87,9,28,Rural,Industrial,0,1558.2066666666667,1457.03
C01488,4,155.62,132.48,89.16,66.46,230.35,1.039,0.903,3,28,Urban,Residential,0,131.10999999999999,131.10999999999999
C00038,1,210.2,,118.5,91.7,236.28,1.332,0.928,13,29,Rural,Residential,0,,
C00291,1,225.3,,128.31,96.99,237.67,1.456,0.904,3,28,Semi-Urban,Residential,0,,
C01209,4,268.87,167.92,184.01,84.86,237.0,1.686,0.935,16,29,Urban,Residential,0,179.61333333333332,179.61333333333332
C01321,2,281.47,262.08,157.09,124.38,228.24,1.886,0.908,10,30,Urban,Residential,0,262.08,262.08
C01092,3,339.96,257.64,235.81,104.15,227.54,2.397,0.866,17,30,Rural,Residential,0,283.89,283.89
C00637,4,296.61,261.28,197.25,99.36,234.58,1.913,0.918,0,30,Semi-Urban,Residential,0,218.32000000000002,218.32000000000002
C00022,6,522.7,603.48,311.91,210.79,224.97,3.676,0.878,17,28,Urban,Commercial,0,499.4166666666667,475.27799999999996
C00325,2,256.29,237.66,141.71,114.58,227.83,1.816,0.86,6,30,Urban,Residential,0,237.66,237.66
C01351,1,302.18,,209.74,92.44,238.75,1.839,0.956,9,30,Urban,Residential,0,,
C00975,3,218.39,206.53,146.72,71.68,228.41,1.423,0.934,6,29,Rural,Residential,0,199.7,199.7
C00248,2,258.82,232.51,154.43,104.39,239.9,1.735,0.864,0,30,Urban,Residential,0,232.51,232.51
C00641,5,255.72,235.84,188.99,66.73,222.02,1.753,0.913,6,30,Urban,Residential,0,208.68333333333337,199.0825
C00087,3,242.85,223.5,140.16,102.69,230.19,1.565,0.936,15,30,Urban,Residential,0,221.43,221.43
C01458,6,1025.26,1085.05,684.53,340.73,231.3,6.391,0.963,14,30,Rural,Commercial,0,1097.7299999999998,1062.148
C00156,3,229.43,200.04,164.02,65.4,223.45,1.588,0.898,11,30,Semi-Urban,Residential,0,188.0,188.0
C01126,4,806.38,671.23,535.33,271.05,226.34,5.086,0.973,0,29,Semi-Urban,Commercial,0,719.0833333333334,719.0833333333334
C00452,4,178.48,177.03,115.07,63.41,228.06,1.163,0.935,1,30,Urban,Residential,0,162.80666666666667,162.80666666666667
C00760,1,216.28,,152.72,63.56,236.09,1.285,0.99,19,28,Urban,Residential,0,,
C00485,4,398.08,336.34,285.59,112.5,235.8,2.726,0.86,10,28,Rural,Residential,0,290.3233333333333,290.3233333333333
C01356,2,2888.05,2857.83,1724.26,1163.79,233.4,20.501,0.838,6,28,Semi-Urban,Industrial,0,2857.83,2857.83
C01146,5,179.06,185.26,107.88,71.18,221.93,1.246,0.899,6,30,Semi-Urban,Residential,0,140.57,147.51999999999998
C01010,5,334.5,379.2,200.89,133.62,228.17,2.256,0.902,10,29,Semi-Urban,Residential,0,300.01,287.615
C01221,2,1019.01,896.92,573.04,445.97,223.67,6.998,0.904,3,30,Semi-Urban,Commercial,0,896.92,896.92
C00479,3,214.21,100.52,145.84,68.37,236.77,1.391,0.904,1,28,Urban,Residential,0,136.495,136.495
C00376,5,1383.36,1302.2,936.81,446.55,236.68,8.478,0.958,10,30,Urban,Commercial,0,1218.0866666666666,1146.1825
C00348,2,177.76,243.83,130.77,46.99,230.82,1.146,0.933,15,30,Urban,Residential,0,243.83,243.83
C01033,5,123.46,120.79,87.05,36.4,222.91,0.856,0.899,10,30,Semi-Urban,Residential,0,116.94333333333333,111.5625
C00592,5,257.91,285.28,155.87,102.04,226.27,1.908,0.83,12,29,Semi-Urban,Residential,0,237.20999999999995,228.95749999999998
C01486,4,189.21,174.66,113.02,76.18,227.62,1.284,0.899,2,30,Urban,Residential,0,168.14333333333335,168.14333333333335
C00577,3,280.67,239.34,192.39,88.27,230.2,1.778,0.952,19,29,Urban,Residential,0,230.91,230.91
C00923,1,284.13,,204.68,79.45,227.39,1.786,0.972,10,29,Urban,Residential,0,,
C01148,5,1360.42,1169.54,967.68,392.75,229.98,9.008,0.912,12,28,Semi-Urban,Commercial,0,1206.4099999999999,1151.3625
C00420,3,165.8,107.67,99.51,66.29,227.36,1.129,0.897,11,28,Urban,Residential,0,127.595,127.595
C00348,6,281.08,293.24,160.51,120.57,236.36,1.8,0.917,15,28,Urban,Residential,0,258.4266666666667,239.37399999999997
C00016,3,352.38,288.3,220.87,131.52,231.63,2.319,0.911,4,30,Semi-Urban,Residential,0,282.095,282.095
C00455,6,526.3,507.38,375.9,150.4,230.8,3.567,0.888,5,30,Semi-Urban,Commercial,0,456.89000000000004,379.82399999999996
C00890,5,186.73,185.55,112.46,74.27,227.55,1.271,0.897,0,30,Rural,Residential,0,160.36666666666667,156.3175
C00715,5,255.02,215.2,150.24,104.77,231.54,1.663,0.92,5,30,Urban,Residential,0,191.71666666666667,186.4925
C00322,3,268.79,249.46,166.17,102.62,235.35,1.774,0.894,13,29,Urban,Residential,0,243.47500000000002,243.47500000000002
C00290,6,282.99,247.9,189.27,93.72,233.79,1.982,0.848,16,29,Semi-Urban,Residential,0,236.4033333333333,217.16
C00875,2,226.98,229.15,168.52,58.46,232.29,1.382,0.982,3,30,Semi-Urban,Residential,0,229.15,229.15
C01314,6,883.25,723.2,532.44,350.8,233.99,5.639,0.93,16,30,Urban,Commercial,0,757.5866666666667,717.7520000000001
C00728,5,202.56,240.58,138.29,64.27,234.86,1.263,0.948,7,30,Urban,Residential,0,206.02999999999997,198.57999999999998
C01148,2,1217.41,986.22,878.5,338.91,225.4,8.411,0.892,12,29,Semi-Urban,Commercial,0,986.22,986.22
C00885,1,180.27,,113.95,66.32,228.72,1.155,0.948,9,30,Semi-Urban,Residential,0,,
C01387,2,167.52,156.98,94.53,72.99,232.07,1.113,0.901,7,30,Semi-Urban,Residential,0,156.98,156.98
C00620,2,242.87,258.96,164.63,78.24,226.13,1.655,0.901,17,29,Semi-Urban,Residential,0,258.96,258.96
C00061,1,207.48,,141.54,65.94,237.3,1.427,0.851,4,28,Semi-Urban,Residential,0,,
C01088,2,386.55,341.12,215.93,170.62,234.44,2.487,0.921,11,28,Urban,Commercial,0,341.12,341.12
C01403,3,227.49,239.78,148.88,78.61,233.01,1.408,0.963,4,30,Urban,Residential,0,209.11,209.11
C01314,2,642.2,673.8,476.63,165.56,221.17,4.293,0.939,16,30,Urban,Commercial,0,673.8,673.8
C00812,6,336.48,403.39,191.53,144.94,229.79,2.319,0.877,16,29,Rural,Residential,0,387.6233333333333,338.908
C00625,3,301.75,269.52,186.54,115.21,237.59,1.896,0.93,5,30,Urban,Residential,0,246.39499999999998,246.39499999999998
C00626,6,253.55,255.08,143.88,109.67,227.82,1.668,0.927,6,30,Urban,Residential,0,251.13000000000002,233.25799999999998
C00077,2,133.23,119.0,75.38,57.85,224.56,0.948,0.869,6,29,Urban,Residential,0,119.0,119.0
C00361,6,156.11,135.63,93.27,62.84,226.42,1.021,0.938,7,30,Urban,Residential,0,141.40666666666667,132.028
C00631,6,238.46,294.02,162.7,75.75,224.83,1.564,,18,29,Urban,Residential,0,270.9866666666667,237.22200000000004
C00755,4,188.75,162.82,128.36,60.39,230.48,1.244,0.914,12,28,Urban,Residential,0,153.37666666666667,153.37666666666667
C00507,3,207.83,255.92,146.01,61.82,227.67,1.371,0.924,14,30,Urban,Residential,0,231.995,231.995
C00973,4,331.95,284.94,224.45,107.5,231.2,2.239,0.891,4,28,Semi-Urban,Residential,0,268.77,268.77
C01092,5,348.42,347.65,257.08,91.34,230.06,2.207,0.953,17,30,Rural,Residential,0,315.0833333333333,313.84749999999997
C00609,6,370.97,325.48,249.74,121.22,232.82,2.309,0.958,19,30,Urban,Residential,0,323.8066666666667,302.64
C00973,3,284.94,287.14,167.55,117.4,232.66,1.903,0.894,4,29,Semi-Urban,Residential,0,260.685,260.685
C00328,2,245.27,287.05,140.86,104.42,225.49,1.666,0.907,10,29,Urban,Residential,0,287.05,287.05
C00485,5,410.23,398.08,284.01,126.22,224.24,2.773,0.916,10,30,Rural,Residential,0,330.26,317.2625
C01268,6,2410.21,1215.07,1728.79,681.43,231.26,17.116,0.846,13,29,Semi-Urban,Industrial,0,1745.9866666666667,1720.214
C00054,4,3505.27,2987.57,2336.8,1168.47,234.42,22.37,0.928,16,29,Semi-Urban,Industrial,0,2593.153333333333,2593.153333333333
C00353,3,796.66,867.87,518.76,277.91,224.72,5.525,0.891,9,30,Urban,Commercial,0,798.905,798.905
C00482,1,291.4,,206.6,84.8,242.8,1.692,0.985,8,28,Urban,Residential,0,,
C00501,1,188.33,,107.36,80.97,224.3,1.278,0.912,5,29,Urban,Residential,0,,
C00220,1,140.28,,93.42,46.87,217.0,0.919,0.977,16,30,Semi-Urban,Residential,0,,
C00878,5,314.36,286.45,206.51,107.85,225.41,2.28,0.85,13,30,Rural,Residential,0,275.08666666666664,265.09499999999997
C01114,4,1753.67,761.82,1293.48,460.19,228.69,11.558,0.921,2,28,Urban,Industrial,0,1212.8066666666666,1212.8066666666666
C00180,5,167.28,155.45,103.75,63.52,234.62,1.113,0.89,2,30,Semi-Urban,Residential,0,145.09333333333333,148.0
C01427,6,212.56,226.04,147.47,65.1,235.02,1.426,0.881,6,28,Semi-Urban,Residential,0,210.42999999999998,192.732
C01448,4,167.73,163.81,103.92,63.81,229.42,1.029,0.987,9,29,Semi-Urban,Residential,0,137.75666666666666,137.75666666666666
C00935,2,333.29,282.88,199.66,133.63,239.83,1.981,0.974,16,28,Rural,Residential,0,282.88,282.88
C00564,2,4532.01,5009.7,3004.99,1527.01,225.76,31.399,0.888,15,30,Urban,Industrial,0,5009.7,5009.7
C00382,3,538.75,535.67,320.42,218.32,229.59,3.588,0.908,14,30,Semi-Urban,Commercial,0,460.385,460.385
C00890,6,186.23,186.73,134.77,51.46,228.37,1.258,0.9,0,30,Rural,Residential,0,179.86,162.4
C01475,5,120.49,140.46,78.91,41.58,230.93,0.756,0.958,6,28,Urban,Residential,0,127.00666666666666,118.8875
C00093,3,133.52,111.9,89.14,44.38,224.72,0.898,0.919,8,29,Rural,Residential,0,118.185,118.185
C00972,5,250.14,266.21,143.29,106.85,226.22,1.625,0.945,16,29,Urban,Residential,0,238.76999999999998,237.6625
C01485,6,172.36,177.14,98.23,74.13,224.68,1.173,0.908,12,30,Urban,Residential,0,156.76333333333332,147.678
C00209,6,239.41,252.75,169.96,69.45,229.59,1.5,0.965,19,30,Urban,Residential,0,238.16666666666666,218.10999999999999
C01152,2,131.74,122.47,83.17,48.57,226.12,0.898,0.901,8,29,Rural,Residential,0,122.47,122.47
C00360,4,146.1,113.3,103.22,42.88,227.09,0.991,,2,30,Rural,Residential,0,113.46666666666665,113.46666666666665
C00782,1,298.79,,200.86,97.93,233.97,1.942,0.914,0,29,Urban,Residential,0,,
C00927,4,611.76,620.59,429.1,182.65,235.12,3.903,0.926,1,30,Semi-Urban,Commercial,0,535.9933333333333,535.9933333333333
C00731,3,199.64,235.32,137.72,61.93,220.38,1.42,0.886,2,28,Rural,Residential,0,220.57999999999998,220.57999999999998
C00511,1,224.1,,166.77,57.33,230.6,1.55,0.871,13,29,Urban,Residential,0,,
C00349,1,2822.25,,1917.55,904.7,225.77,19.711,0.881,6,28,Semi-Urban,Industrial,0,,
C00836,4,375.08,306.52,243.04,132.03,228.13,2.355,0.97,11,29,Urban,Residential,0,295.7166666666667,295.7166666666667
C00522,5,324.67,338.27,222.42,102.25,226.68,2.038,0.976,8,28,Urban,Residential,0,305.74333333333334,294.4275
C00591,1,274.52,,161.93,112.59,234.37,1.88,0.865,7,30,Rural,Residential,0,,
C01414,1,153.37,,112.15,41.23,227.4,1.011,0.926,10,30,Urban,Residential,0,,
C00361,5,135.63,143.18,84.4,51.23,227.72,0.926,0.893,7,28,Urban,Residential,0,136.27666666666667,131.1275
C00008,6,3936.92,4500.83,2183.63,1753.29,234.42,25.876,0.901,2,30,Semi-Urban,Industrial,0,4179.93,3703.8900000000003
C00754,1,223.83,,156.13,67.7,232.3,1.434,0.933,6,28,Semi-Urban,Residential,0,,
C00818,4,281.28,272.52,166.96,114.32,237.99,1.832,0.896,3,29,Urban,Residential,0,271.2833333333333,271.2833333333333
C00959,6,934.91,1068.43,682.66,252.25,235.65,6.552,0.841,9,30,Urban,Commercial,0,943.2933333333334,931.7540000000001
C01362,5,236.8,257.84,148.54,88.26,237.16,1.5,0.925,6,28,Urban,Residential,0,212.9,204.75
C00302,2,196.66,220.03,129.28,67.38,230.3,1.236,0.96,13,29,Rural,Residential,0,220.03,220.03
C00387,1,524.37,,288.94,235.44,227.49,3.517,0.91,10,29,Urban,Commercial,0,,
C01399,4,239.28,231.69,141.45,97.83,236.47,1.513,0.929,0,30,Urban,Residential,0,212.25333333333333,212.25333333333333
C00366,2,3959.37,5395.74,2249.01,1710.36,229.95,27.472,0.871,7,30,Urban,Industrial,0,5395.74,5395.74
C00656,4,1240.25,1177.16,728.85,511.4,232.92,7.888,0.938,3,30,Urban,Commercial,0,967.5933333333334,967.5933333333334
C00099,5,815.04,721.99,537.05,277.99,232.43,5.404,0.901,17,28,Rural,Commercial,0,675.3866666666667,649.36
C00876,6,262.64,279.28,156.88,105.76,230.42,1.638,0.966,16,30,Urban,Residential,0,259.46666666666664,241.24200000000002
C00455,1,322.94,,208.69,114.25,233.78,1.938,0.99,5,29,Semi-Urban,Commercial,0,,
C00740,3,2191.28,2217.27,1599.51,591.77,230.95,14.352,0.918,2,28,Rural,Industrial,0,2044.6,2044.6
C00104,6,186.01,183.78,120.43,65.58,227.26,1.292,0.88,10,28,Semi-Urban,Residential,0,178.41333333333333,165.098
C00252,4,751.35,680.53,447.87,303.48,230.62,5.191,0.872,3,30,Urban,Commercial,0,645.2733333333333,645.2733333333333
C01296,5,4729.97,4429.71,2836.8,1893.17,237.36,29.235,0.947,10,28,Urban,Industrial,0,3814.1566666666663,3850.185
C00409,6,340.97,275.94,221.13,119.84,228.55,2.234,0.927,8,30,Urban,Residential,0,301.68,284.762
C01364,2,194.59,178.5,143.48,51.11,227.38,1.264,0.94,2,29,Urban,Residential,0,178.5,178.5
C01105,1,2055.27,,1182.14,873.13,225.57,14.594,0.867,18,28,Semi-Urban,Industrial,0,,
C00672,5,140.3,55.16,83.62,56.68,229.12,1.561,0.545,17,29,Semi-Urban,Residential,1,107.08333333333333,124.4975
C00112,3,267.84,220.01,176.79,91.05,231.29,1.825,0.881,14,30,Urban,Residential,0,205.08999999999997,205.08999999999997
C01389,2,963.8,754.72,633.47,330.33,223.49,,0.899,11,30,Urban,Commercial,0,754.72,754.72
C01337,4,247.88,196.83,174.12,73.76,221.32,1.571,0.99,5,28,Urban,Residential,0,192.34,192.34
C00631,4,267.39,251.55,147.71,119.68,235.99,1.827,0.861,18,30,Urban,Residential,0,208.23333333333335,208.23333333333335
C00056,1,258.12,,154.46,103.67,231.49,1.731,0.895,10,30,Urban,Residential,0,,
C00548,5,344.48,379.69,213.52,130.97,236.9,2.441,0.827,10,29,Urban,Residential,0,346.8533333333333,324.6125
C01197,4,5170.09,4131.18,3383.71,1786.38,230.46,33.836,0.921,0,30,Urban,Industrial,0,3825.1233333333334,3825.1233333333334
C01215,2,302.63,294.61,201.9,100.72,236.32,1.994,0.892,13,29,Urban,Residential,0,294.61,294.61
C00504,2,312.71,322.18,200.49,112.22,229.44,1.976,0.958,6,30,Semi-Urban,Residential,0,322.18,322.18
C00574,1,132.61,,91.43,41.18,237.17,0.888,0.875,0,30,Urban,Residential,0,,
C00459,6,1256.21,1232.21,745.69,510.53,233.74,8.665,0.861,6,30,Semi-Urban,Commercial,0,1247.93,1170.56
C00618,5,5574.92,4713.58,4059.23,1515.69,227.25,35.602,0.957,17,30,Urban,Industrial,0,4576.623333333333,4561.15
C01000,5,962.76,813.69,585.08,377.68,234.42,6.165,0.925,2,28,Urban,Commercial,0,733.34,694.8625
C00625,6,298.18,288.44,220.44,77.73,232.89,2.123,0.838,5,28,Urban,Residential,0,284.6466666666667,269.346
C01152,1,122.47,,78.87,43.6,234.01,0.774,0.94,8,30,Rural,Residential,0,,
C00282,3,315.34,271.12,198.58,116.76,229.82,2.12,0.899,1,28,Urban,Residential,0,277.08500000000004,277.08500000000004
C00128,3,194.03,183.89,118.96,75.07,229.85,1.232,0.952,16,30,Urban,Residential,0,180.74,180.74
C00842,4,771.18,626.18,525.23,245.95,241.47,4.6,,13,30,Urban,Commercial,0,581.5933333333334,581.5933333333334
C00573,3,4490.99,3659.38,3072.61,1418.38,232.76,29.275,0.915,0,29,Semi-Urban,Industrial,0,3862.735,3862.735
C00018,5,303.07,283.56,178.25,124.82,229.43,1.981,0.926,2,28,Semi-Urban,Residential,0,243.9766666666667,243.37
C00157,5,1042.42,863.72,696.72,345.71,226.92,7.258,0.879,15,28,Rural,Commercial,0,794.2766666666666,778.7175
C00311,3,909.69,994.53,503.49,406.2,222.11,5.746,0.99,13,30,Semi-Urban,Commercial,0,966.4549999999999,966.4549999999999
C01106,2,4330.61,3841.86,2795.61,1535.0,228.45,28.428,0.926,16,30,Rural,Industrial,0,3841.86,3841.86
C00725,4,1066.13,914.2,772.02,294.12,225.85,6.849,0.957,13,28,Rural,Commercial,0,956.8766666666667,956.8766666666667
C01202,5,229.58,250.95,160.98,68.61,232.31,1.493,0.919,10,28,Rural,Residential,0,217.76333333333332,209.19
C00618,2,4235.05,4514.73,2577.72,1657.32,224.73,28.369,0.923,17,29,Urban,Industrial,0,4514.73,4514.73
C00003,3,114.39,131.61,70.33,44.05,234.81,0.742,0.912,12,28,Urban,Residential,0,125.4,125.4
C00881,2,1114.84,1029.74,835.54,279.3,232.06,6.976,0.956,13,30,Semi-Urban,Commercial,0,1029.74,1029.74
C00889,5,382.81,406.53,218.19,164.62,224.34,2.752,0.861,6,28,Urban,Residential,0,357.9666666666667,336.9125
C01099,2,154.4,140.31,110.68,43.72,224.77,1.051,0.908,2,30,Semi-Urban,Residential,0,140.31,140.31
C01122,3,270.74,253.98,194.75,75.99,233.67,1.871,0.86,0,30,Rural,Residential,0,260.995,260.995
